date,META,days_since_last_high,DGS1MO,DGS2,DGS10,T10Y2Y,BAMLC0A1CAAA,VIXCLS,DTWEXBGS,DEXJPUS,VIXCLS_cat,day_of_week_cat,T10Y2Y_binary
2016-03-01,109.81999969482422,20.0,0.29,0.85,1.83,0.98,0.89,17.7,113.9265,113.94,med_vol,1,1
2016-03-02,109.94999694824219,21.0,0.28,0.85,1.84,0.99,0.88,17.09,113.7965,113.81,med_vol,2,1
2016-03-03,109.58000183105469,22.0,0.25,0.85,1.83,0.98,0.88,16.7,113.2482,113.53,med_vol,3,0
2016-03-04,108.38999938964844,23.0,0.25,0.88,1.88,1.0,0.87,16.86,112.6387,113.91,med_vol,4,1
2016-03-07,105.7300033569336,24.0,0.27,0.91,1.91,1.0,0.86,17.35,112.6219,113.6,med_vol,0,0
2016-03-08,105.93000030517578,25.0,0.27,0.88,1.83,0.95,0.85,18.67,112.8465,112.58,med_vol,1,0
2016-03-09,107.51000213623047,26.0,0.27,0.9,1.9,1.0,0.85,18.34,112.4268,113.06,med_vol,2,1
2016-03-10,107.31999969482422,27.0,0.27,0.93,1.93,1.0,0.83,18.05,112.4191,113.1,med_vol,3,0
2016-03-11,109.41000366210938,28.0,0.27,0.97,1.98,1.01,0.79,16.5,111.741,113.66,med_vol,4,1
2016-03-14,109.88999938964844,29.0,0.28,0.97,1.97,1.0,0.77,16.92,112.1688,113.59,med_vol,0,0
2016-03-15,110.66999816894531,30.0,0.29,0.98,1.97,0.99,0.76,16.84,112.5545,112.88,med_vol,1,0
2016-03-16,112.18000030517578,31.0,0.28,0.87,1.94,1.07,0.78,14.99,112.7759,113.69,low_vol,2,1
2016-03-17,111.0199966430664,32.0,0.29,0.87,1.91,1.04,0.79,14.44,110.445,111.3,low_vol,3,0
2016-03-18,111.44999694824219,33.0,0.27,0.84,1.88,1.04,0.78,14.02,110.4002,111.38,low_vol,4,0
2016-03-21,111.8499984741211,34.0,0.26,0.87,1.92,1.05,0.78,13.79,110.737,111.62,low_vol,0,1
2016-03-22,112.25,35.0,0.28,0.91,1.94,1.03,0.76,14.17,110.7877,111.82,low_vol,1,0
2016-03-23,112.54000091552734,36.0,0.27,0.87,1.88,1.01,0.76,14.94,111.5473,112.63,low_vol,2,0
2016-03-24,113.05000305175781,37.0,0.24,0.89,1.91,1.02,0.78,14.74,111.816,112.64,low_vol,3,1
2016-03-28,113.69000244140625,38.0,0.19,0.89,1.89,1.0,0.78,15.24,111.3578,113.29,med_vol,0,0
2016-03-29,116.13999938964844,0.0,0.18,0.78,1.81,1.03,0.77,13.82,111.3736,113.33,low_vol,1,1
2016-03-30,114.69999694824219,1.0,0.14,0.76,1.83,1.07,0.78,13.56,110.2301,112.6,low_vol,2,1
2016-03-31,114.0999984741211,2.0,0.18,0.73,1.78,1.05,0.79,13.95,109.9191,112.42,low_vol,3,0
2016-04-01,116.05999755859375,3.0,0.2,0.76,1.79,1.03,0.78,13.1,110.2977,112.06,low_vol,4,0
2016-04-04,112.55000305175781,4.0,0.18,0.75,1.78,1.03,0.77,14.12,110.3987,111.18,low_vol,0,0
2016-04-05,112.22000122070312,5.0,0.19,0.72,1.73,1.01,0.77,15.42,110.9478,110.26,med_vol,1,0
2016-04-06,113.70999908447266,6.0,0.19,0.73,1.76,1.03,0.76,14.09,110.5347,109.63,low_vol,2,1
2016-04-07,113.63999938964844,7.0,0.2,0.7,1.7,1.0,0.76,16.16,110.8876,107.98,med_vol,3,0
2016-04-08,110.62999725341797,8.0,0.2,0.7,1.72,1.02,0.77,15.36,110.4213,108.36,med_vol,4,1
2016-04-11,108.98999786376953,9.0,0.19,0.7,1.73,1.03,0.76,16.26,109.9758,107.96,med_vol,0,1
2016-04-12,110.61000061035156,10.0,0.21,0.74,1.79,1.05,0.75,14.85,109.816,108.54,low_vol,1,1
2016-04-13,110.51000213623047,11.0,0.21,0.75,1.77,1.02,0.74,13.84,110.1436,109.21,low_vol,2,0
2016-04-14,110.83999633789062,12.0,0.21,0.77,1.8,1.03,0.74,13.72,110.1691,109.2,low_vol,3,1
2016-04-15,109.63999938964844,13.0,0.19,0.74,1.76,1.02,0.73,13.62,110.1933,108.76,low_vol,4,0
2016-04-18,110.44999694824219,14.0,0.16,0.75,1.78,1.03,0.73,13.35,109.9892,108.85,low_vol,0,1
2016-04-19,112.29000091552734,15.0,0.18,0.77,1.79,1.02,0.71,13.24,109.2782,109.16,low_vol,1,0
2016-04-20,112.41999816894531,16.0,0.18,0.8,1.85,1.05,0.69,13.28,109.3926,109.51,low_vol,2,1
2016-04-21,113.44000244140625,17.0,0.19,0.82,1.88,1.06,0.68,13.95,109.8533,109.41,low_vol,3,1
2016-04-22,110.55999755859375,18.0,0.19,0.84,1.89,1.05,0.68,13.22,110.2331,111.5,low_vol,4,0
2016-04-25,110.0999984741211,19.0,0.17,0.85,1.91,1.06,0.68,14.08,110.1865,111.08,low_vol,0,1
2016-04-26,108.76000213623047,20.0,0.19,0.86,1.94,1.08,0.67,13.96,109.7496,111.23,low_vol,1,1
2016-04-27,108.88999938964844,21.0,0.18,0.83,1.87,1.04,0.68,13.77,109.8483,111.26,low_vol,2,0
2016-04-28,116.7300033569336,0.0,0.17,0.78,1.84,1.06,0.68,15.22,109.2148,108.55,med_vol,3,1
2016-04-29,117.58000183105469,0.0,0.16,0.77,1.83,1.06,0.69,15.7,108.8274,106.9,med_vol,4,0
2016-05-02,118.56999969482422,0.0,0.11,0.8,1.88,1.08,0.7,14.68,108.671,106.48,low_vol,0,0
2016-05-03,117.43000030517578,1.0,0.18,0.75,1.81,1.06,0.71,15.6,109.3613,106.34,med_vol,1,0
2016-05-04,118.05999755859375,2.0,0.18,0.75,1.79,1.04,0.72,16.05,109.9952,107.12,med_vol,2,0
2016-05-05,117.80999755859375,3.0,0.2,0.72,1.76,1.04,0.74,15.91,110.2417,107.32,med_vol,3,0
2016-05-06,119.48999786376953,0.0,0.2,0.74,1.79,1.05,0.75,14.72,110.3801,106.66,low_vol,4,1
2016-05-09,119.23999786376953,1.0,0.21,0.72,1.77,1.05,0.75,14.57,110.9466,108.39,low_vol,0,0
2016-05-10,120.5,0.0,0.25,0.72,1.77,1.05,0.74,13.63,110.8225,109.22,low_vol,1,0
2016-05-11,119.5199966430664,1.0,0.25,0.74,1.73,0.99,0.74,14.69,110.2806,108.48,low_vol,2,0
2016-05-12,120.27999877929688,2.0,0.25,0.76,1.75,0.99,0.74,14.41,110.6935,108.73,low_vol,3,0
2016-05-13,119.80999755859375,3.0,0.25,0.76,1.71,0.95,0.75,15.04,111.2521,109.14,med_vol,4,0
2016-05-16,118.66999816894531,4.0,0.21,0.79,1.75,0.96,0.75,14.68,111.1217,108.89,low_vol,0,1
2016-05-17,117.3499984741211,5.0,0.25,0.82,1.76,0.94,0.75,15.57,111.0867,109.02,med_vol,1,0
2016-05-18,117.6500015258789,6.0,0.25,0.9,1.87,0.97,0.74,15.95,111.4995,109.65,med_vol,2,1
2016-05-19,116.80999755859375,7.0,0.25,0.89,1.85,0.96,0.75,16.33,112.2331,109.81,med_vol,3,0
2016-05-20,117.3499984741211,8.0,0.26,0.89,1.85,0.96,0.76,15.2,112.1822,110.52,med_vol,4,0
2016-05-23,115.97000122070312,9.0,0.26,0.91,1.84,0.93,0.76,15.82,112.284,109.47,med_vol,0,0
2016-05-24,117.69999694824219,10.0,0.28,0.92,1.86,0.94,0.75,14.42,112.2912,110.0,low_vol,1,1
2016-05-25,117.88999938964844,11.0,0.24,0.92,1.87,0.95,0.75,13.9,112.2001,110.22,low_vol,2,1
2016-05-26,119.47000122070312,12.0,0.17,0.87,1.83,0.96,0.75,13.43,111.8979,109.74,low_vol,3,1
2016-05-27,119.37999725341797,13.0,0.23,0.9,1.85,0.95,0.74,13.12,112.0822,109.86,low_vol,4,0
2016-05-31,118.80999755859375,14.0,0.27,0.87,1.84,0.97,0.75,14.19,112.4276,110.75,low_vol,1,0
2016-06-01,118.77999877929688,15.0,0.27,0.91,1.85,0.94,0.75,14.2,112.462,109.55,low_vol,2,0
2016-06-02,118.93000030517578,16.0,0.19,0.89,1.81,0.92,0.76,13.63,112.4564,108.75,low_vol,3,0
2016-06-03,118.47000122070312,17.0,0.19,0.78,1.71,0.93,0.77,13.47,111.4451,106.88,low_vol,4,1
2016-06-06,118.79000091552734,18.0,0.19,0.8,1.73,0.93,0.77,13.65,111.2295,107.33,low_vol,0,0
2016-06-07,117.76000213623047,19.0,0.2,0.78,1.72,0.94,0.76,14.05,110.8378,107.3,low_vol,1,1
2016-06-08,118.38999938964844,20.0,0.2,0.78,1.71,0.93,0.76,14.08,110.1916,106.68,low_vol,2,0
2016-06-09,118.55999755859375,21.0,0.21,0.77,1.68,0.91,0.76,14.64,110.6168,106.54,low_vol,3,0
2016-06-10,116.62000274658203,22.0,0.18,0.73,1.64,0.91,0.78,17.03,111.1027,107.06,med_vol,4,0
2016-06-13,113.94999694824219,23.0,0.23,0.73,1.62,0.89,0.81,20.97,111.5036,106.07,med_vol,0,0
2016-06-14,114.94000244140625,24.0,0.24,0.74,1.62,0.88,0.82,20.5,111.9826,106.02,med_vol,1,0
2016-06-15,114.5999984741211,25.0,0.23,0.69,1.6,0.91,0.83,20.14,111.7671,105.87,med_vol,2,1
2016-06-16,114.38999938964844,26.0,0.23,0.7,1.57,0.87,0.84,19.37,112.2347,104.05,med_vol,3,0
2016-06-17,113.0199966430664,27.0,0.22,0.7,1.62,0.92,0.84,19.41,111.5332,104.2,med_vol,4,1
2016-06-20,113.37000274658203,28.0,0.23,0.74,1.67,0.93,0.82,18.37,110.8693,104.32,med_vol,0,1
2016-06-21,114.37999725341797,29.0,0.25,0.76,1.71,0.95,0.82,18.48,111.0077,104.56,med_vol,1,1
2016-06-22,113.91000366210938,30.0,0.25,0.75,1.69,0.94,0.82,21.17,110.7681,104.56,med_vol,2,0
2016-06-23,115.08000183105469,31.0,0.27,0.78,1.74,0.96,0.8,17.25,110.262,105.9,med_vol,3,1
2016-06-24,112.08000183105469,32.0,0.24,0.64,1.57,0.93,0.84,25.76,112.1355,102.26,high_vol,4,0
2016-06-27,108.97000122070312,33.0,0.22,0.61,1.46,0.85,0.85,23.85,113.1301,101.66,med_vol,0,0
2016-06-28,112.69999694824219,34.0,0.25,0.61,1.46,0.85,0.85,18.75,112.7545,102.71,med_vol,1,0
2016-06-29,114.16000366210938,35.0,0.18,0.62,1.5,0.88,0.86,16.64,111.8597,102.68,med_vol,2,1
2016-06-30,114.27999877929688,36.0,0.2,0.58,1.49,0.91,0.86,15.63,112.1618,102.77,med_vol,3,1
2016-07-01,114.19000244140625,37.0,0.24,0.59,1.46,0.87,0.86,14.77,111.6509,102.55,low_vol,4,0
2016-07-05,114.19999694824219,38.0,0.27,0.56,1.37,0.81,0.86,15.58,112.4231,101.58,med_vol,1,0
2016-07-06,116.69999694824219,39.0,0.26,0.58,1.38,0.8,0.85,14.96,112.5438,101.12,low_vol,2,0
2016-07-07,115.8499984741211,40.0,0.27,0.58,1.4,0.82,0.85,14.76,112.5775,100.74,low_vol,3,1
2016-07-08,117.23999786376953,41.0,0.26,0.61,1.37,0.76,0.83,13.2,112.3963,100.65,low_vol,4,0
2016-07-11,117.87000274658203,42.0,0.28,0.66,1.43,0.77,0.82,13.54,112.5254,102.66,low_vol,0,1
2016-07-12,117.93000030517578,43.0,0.29,0.69,1.53,0.84,0.81,13.55,112.1102,104.72,low_vol,1,1
2016-07-13,116.77999877929688,44.0,0.29,0.68,1.48,0.8,0.8,13.04,112.0266,104.1,low_vol,2,0
2016-07-14,117.29000091552734,45.0,0.29,0.68,1.53,0.85,0.8,12.82,111.7692,105.4,low_vol,3,1
2016-07-15,116.86000061035156,46.0,0.27,0.71,1.6,0.89,0.79,12.67,112.2833,105.64,low_vol,4,1
2016-07-18,119.37000274658203,47.0,0.26,0.68,1.59,0.91,0.79,12.44,112.2463,106.0,low_vol,0,1
2016-07-19,120.61000061035156,0.0,0.29,0.7,1.56,0.86,0.8,11.97,112.638,106.13,low_vol,1,0
2016-07-20,121.91999816894531,0.0,0.28,0.73,1.59,0.86,0.79,11.77,112.6743,106.65,low_vol,2,0
2016-07-21,120.61000061035156,1.0,0.28,0.7,1.57,0.87,0.8,12.74,112.6239,105.98,low_vol,3,1
2016-07-22,121.0,2.0,0.29,0.71,1.57,0.86,0.8,12.02,112.989,106.22,low_vol,4,0
2016-07-25,121.62999725341797,3.0,0.28,0.72,1.58,0.86,0.79,12.87,113.1784,106.02,low_vol,0,0
2016-07-26,121.22000122070312,4.0,0.24,0.75,1.57,0.82,0.8,13.05,113.0593,104.83,low_vol,1,0
2016-07-27,123.33999633789062,0.0,0.25,0.73,1.52,0.79,0.81,12.83,113.217,105.65,low_vol,2,0
2016-07-28,125.0,0.0,0.19,0.72,1.52,0.8,0.82,12.72,112.7393,104.86,low_vol,3,1
2016-07-29,123.94000244140625,1.0,0.19,0.67,1.46,0.79,0.82,11.87,111.874,102.32,low_vol,4,0
2016-08-01,124.30999755859375,2.0,0.2,0.67,1.51,0.84,0.84,12.44,111.9757,102.26,low_vol,0,0
2016-08-02,123.08999633789062,3.0,0.28,0.67,1.55,0.88,0.85,13.37,111.7124,100.82,low_vol,1,1
2016-08-03,122.51000213623047,4.0,0.26,0.67,1.55,0.88,0.86,12.86,111.9419,101.34,low_vol,2,0
2016-08-04,124.36000061035156,5.0,0.24,0.64,1.51,0.87,0.84,12.42,111.9149,101.08,low_vol,3,0
2016-08-05,125.1500015258789,0.0,0.23,0.72,1.59,0.87,0.83,11.39,112.3589,101.74,low_vol,4,0
2016-08-08,125.26000213623047,0.0,0.27,0.74,1.59,0.85,0.81,11.5,112.1456,102.53,low_vol,0,0
2016-08-09,125.05999755859375,1.0,0.27,0.71,1.55,0.84,0.81,11.66,111.722,101.96,low_vol,1,0
2016-08-10,124.87999725341797,2.0,0.27,0.69,1.5,0.81,0.81,12.05,111.3238,101.27,low_vol,2,0
2016-08-11,124.9000015258789,3.0,0.27,0.76,1.57,0.81,0.8,11.68,111.1954,101.46,low_vol,3,0
2016-08-12,124.87999725341797,4.0,0.27,0.71,1.51,0.8,0.8,11.55,111.1787,101.01,low_vol,4,0
2016-08-15,123.9000015258789,5.0,0.26,0.72,1.55,0.83,0.79,11.81,110.9212,101.02,low_vol,0,1
2016-08-16,123.30000305175781,6.0,0.27,0.76,1.57,0.81,0.78,12.64,110.4295,100.28,low_vol,1,0
2016-08-17,124.37000274658203,7.0,0.27,0.74,1.56,0.82,0.78,12.19,110.9459,100.24,low_vol,2,1
2016-08-18,123.91000366210938,8.0,0.27,0.71,1.53,0.82,0.78,11.43,110.3134,100.07,low_vol,3,0
2016-08-19,123.55999755859375,9.0,0.27,0.76,1.58,0.82,0.77,11.34,110.8163,100.24,low_vol,4,0
2016-08-22,124.1500015258789,10.0,0.24,0.76,1.55,0.79,0.79,12.27,110.9997,100.25,low_vol,0,0
2016-08-23,124.37000274658203,11.0,0.28,0.74,1.55,0.81,0.77,12.38,110.9414,100.2,low_vol,1,1
2016-08-24,123.4800033569336,12.0,0.28,0.76,1.56,0.8,0.77,13.45,111.2958,100.5,low_vol,2,0
2016-08-25,123.88999938964844,13.0,0.28,0.78,1.58,0.8,0.77,13.63,111.1726,100.58,low_vol,3,0
2016-08-26,124.95999908447266,14.0,0.28,0.84,1.62,0.78,0.77,13.65,111.2035,101.2,low_vol,4,0
2016-08-29,126.54000091552734,0.0,0.25,0.81,1.57,0.76,0.76,12.94,111.8775,102.13,low_vol,0,0
2016-08-30,125.83999633789062,1.0,0.23,0.8,1.57,0.77,0.76,13.12,112.2928,102.92,low_vol,1,1
2016-08-31,126.12000274658203,2.0,0.26,0.8,1.58,0.78,0.8,13.42,112.4036,103.38,low_vol,2,1
2016-09-01,126.16999816894531,3.0,0.27,0.78,1.57,0.79,0.8,13.48,112.1733,103.22,low_vol,3,1
2016-09-02,126.51000213623047,4.0,0.25,0.8,1.6,0.8,0.8,11.98,112.0009,104.18,low_vol,4,1
2016-09-06,129.72999572753906,0.0,0.24,0.74,1.55,0.81,0.81,12.02,110.9613,102.28,low_vol,1,0
2016-09-07,131.0500030517578,0.0,0.25,0.74,1.54,0.8,0.82,11.94,110.9717,101.72,low_vol,2,0
2016-09-08,130.27000427246094,1.0,0.26,0.78,1.61,0.83,0.82,12.51,111.2609,102.28,low_vol,3,1
2016-09-09,127.0999984741211,2.0,0.24,0.79,1.67,0.88,0.82,17.5,111.9879,102.86,med_vol,4,1
2016-09-12,128.69000244140625,3.0,0.24,0.79,1.68,0.89,0.83,15.16,112.1516,101.96,med_vol,0,1
2016-09-13,127.20999908447266,4.0,0.25,0.8,1.73,0.93,0.84,17.85,112.5207,102.14,med_vol,1,1
2016-09-14,127.7699966430664,5.0,0.24,0.77,1.7,0.93,0.84,18.14,112.4678,102.33,med_vol,2,0
2016-09-15,128.35000610351562,6.0,0.2,0.74,1.71,0.97,0.84,16.3,112.4753,102.24,med_vol,3,1
2016-09-16,129.07000732421875,7.0,0.2,0.77,1.7,0.93,0.84,15.37,113.1765,102.36,med_vol,4,0
2016-09-19,128.64999389648438,8.0,0.16,0.79,1.7,0.91,0.83,15.53,112.903,101.82,med_vol,0,0
2016-09-20,128.63999938964844,9.0,0.17,0.79,1.69,0.9,0.83,15.92,113.1848,101.66,med_vol,1,0
2016-09-21,129.94000244140625,10.0,0.12,0.79,1.66,0.87,0.83,13.3,112.9842,100.62,low_vol,2,0
2016-09-22,130.0800018310547,11.0,0.1,0.79,1.63,0.84,0.82,12.02,112.2592,100.8,low_vol,3,0
2016-09-23,127.95999908447266,12.0,0.09,0.77,1.62,0.85,0.82,12.29,112.7166,101.04,low_vol,4,1
2016-09-26,127.30999755859375,13.0,0.12,0.76,1.59,0.83,0.83,14.5,112.7112,100.34,low_vol,0,0
2016-09-27,128.69000244140625,14.0,0.16,0.75,1.56,0.81,0.84,13.1,112.5515,100.36,low_vol,1,0
2016-09-28,129.22999572753906,15.0,0.14,0.75,1.57,0.82,0.84,12.39,112.6283,100.57,low_vol,2,1
2016-09-29,128.08999633789062,16.0,0.12,0.73,1.56,0.83,0.84,14.02,112.2879,101.48,low_vol,3,1
2016-09-30,128.27000427246094,17.0,0.2,0.77,1.6,0.83,0.84,13.29,112.2795,101.21,low_vol,4,0
2016-10-03,128.77000427246094,18.0,0.25,0.8,1.63,0.83,0.83,13.57,112.5077,101.54,low_vol,0,0
2016-10-04,128.19000244140625,19.0,0.28,0.82,1.69,0.87,0.81,13.63,112.6579,102.66,low_vol,1,1
2016-10-05,128.47000122070312,20.0,0.26,0.85,1.72,0.87,0.81,12.99,112.7946,103.53,low_vol,2,0
2016-10-06,128.74000549316406,21.0,0.26,0.86,1.75,0.89,0.8,12.84,113.0066,104.02,low_vol,3,1
2016-10-07,128.99000549316406,22.0,0.26,0.83,1.73,0.9,0.79,13.48,113.2915,103.42,low_vol,4,1
2016-10-11,128.8800048828125,24.0,0.27,0.87,1.77,0.9,0.79,15.36,113.4461,103.36,med_vol,1,0
2016-10-12,129.0500030517578,25.0,0.26,0.87,1.79,0.92,0.79,15.91,113.7442,104.48,med_vol,2,1
2016-10-13,127.81999969482422,26.0,0.26,0.85,1.75,0.9,0.79,16.69,113.6238,103.62,med_vol,3,0
2016-10-14,127.87999725341797,27.0,0.26,0.84,1.8,0.96,0.78,16.12,113.7119,104.1,med_vol,4,1
2016-10-17,127.54000091552734,28.0,0.24,0.81,1.77,0.96,0.78,16.21,113.5488,103.96,med_vol,0,0
2016-10-18,128.57000732421875,29.0,0.26,0.82,1.75,0.93,0.76,15.28,113.1393,103.8,med_vol,1,0
2016-10-19,130.11000061035156,30.0,0.25,0.81,1.76,0.95,0.76,14.41,113.0547,103.3,low_vol,2,1
2016-10-20,130.0,31.0,0.25,0.84,1.76,0.92,0.76,13.75,113.4033,103.92,low_vol,3,0
2016-10-21,132.07000732421875,0.0,0.25,0.84,1.74,0.9,0.77,13.34,113.9015,103.96,low_vol,4,0
2016-10-24,133.27999877929688,0.0,0.23,0.84,1.77,0.93,0.78,13.02,113.8571,104.2,low_vol,0,1
2016-10-25,132.2899932861328,1.0,0.22,0.86,1.77,0.91,0.78,13.46,113.6801,104.25,low_vol,1,0
2016-10-26,131.0399932861328,2.0,0.25,0.86,1.79,0.93,0.8,14.24,113.8131,104.42,low_vol,2,1
2016-10-27,129.69000244140625,3.0,0.19,0.87,1.85,0.98,0.8,15.36,114.1998,105.14,med_vol,3,1
2016-10-28,131.2899932861328,4.0,0.18,0.86,1.86,1.0,0.8,16.19,114.0931,105.4,med_vol,4,1
2016-10-31,130.99000549316406,5.0,0.2,0.86,1.84,0.98,0.82,17.06,114.0188,105.07,med_vol,0,0
2016-11-01,129.5,6.0,0.24,0.83,1.83,1.0,0.82,18.56,113.9915,104.59,med_vol,1,1
2016-11-02,127.16999816894531,7.0,0.24,0.81,1.81,1.0,0.83,19.32,113.9206,103.22,med_vol,2,0
2016-11-03,120.0,8.0,0.24,0.81,1.82,1.01,0.83,22.08,113.7664,103.17,med_vol,3,1
2016-11-04,120.75,9.0,0.25,0.8,1.79,0.99,0.83,22.51,113.5828,103.02,med_vol,4,0
2016-11-07,122.1500015258789,10.0,0.28,0.82,1.83,1.01,0.82,18.71,113.5443,104.6,med_vol,0,1
2016-11-08,124.22000122070312,11.0,0.28,0.87,1.88,1.01,0.82,18.74,113.3017,104.98,med_vol,1,0
2016-11-09,123.18000030517578,12.0,0.3,0.9,2.07,1.17,0.8,14.38,114.6956,104.84,low_vol,2,1
2016-11-10,120.80000305175781,13.0,0.3,0.92,2.15,1.23,0.76,14.74,115.9375,106.56,low_vol,3,1
2016-11-14,115.08000183105469,15.0,0.32,1.0,2.23,1.23,0.75,14.48,117.2245,108.3,low_vol,0,0
2016-11-15,117.19999694824219,16.0,0.3,1.02,2.23,1.21,0.75,13.37,116.7724,108.94,low_vol,1,0
2016-11-16,116.33999633789062,17.0,0.32,1.0,2.22,1.22,0.75,13.72,116.8062,109.16,low_vol,2,1
2016-11-17,117.79000091552734,18.0,0.3,1.04,2.29,1.25,0.76,13.35,116.8952,109.64,low_vol,3,1
2016-11-18,117.0199966430664,19.0,0.28,1.07,2.34,1.27,0.76,12.85,117.5936,110.51,low_vol,4,1
2016-11-21,121.7699966430664,20.0,0.28,1.08,2.33,1.25,0.77,12.42,117.4762,111.12,low_vol,0,0
2016-11-22,121.47000122070312,21.0,0.34,1.07,2.31,1.24,0.77,12.41,117.4508,110.98,low_vol,1,0
2016-11-23,120.83999633789062,22.0,0.35,1.12,2.36,1.24,0.75,12.43,118.0356,112.58,low_vol,2,0
2016-11-25,120.37999725341797,23.0,0.34,1.12,2.36,1.24,0.75,12.34,118.02,113.17,low_vol,4,0
2016-11-28,120.41000366210938,24.0,0.32,1.11,2.32,1.21,0.75,13.15,117.7278,112.36,low_vol,0,0
2016-11-29,120.87000274658203,25.0,0.34,1.09,2.3,1.21,0.75,12.9,117.644,112.78,low_vol,1,0
2016-11-30,118.41999816894531,26.0,0.38,1.11,2.37,1.26,0.75,13.33,117.7636,114.34,low_vol,2,1
2016-12-01,115.0999984741211,27.0,0.32,1.14,2.45,1.31,0.75,14.07,117.6642,114.34,low_vol,3,1
2016-12-02,115.4000015258789,28.0,0.34,1.11,2.4,1.29,0.75,14.12,117.3116,113.76,low_vol,4,0
2016-12-05,117.43000030517578,29.0,0.34,1.13,2.39,1.26,0.75,12.14,117.1008,114.1,low_vol,0,0
2016-12-06,117.30999755859375,30.0,0.35,1.12,2.39,1.27,0.75,11.79,116.9225,113.98,low_vol,1,1
2016-12-07,117.94999694824219,31.0,0.38,1.1,2.34,1.24,0.75,12.22,116.672,113.5,low_vol,2,0
2016-12-08,118.91000366210938,32.0,0.39,1.12,2.4,1.28,0.75,12.64,117.0327,114.16,low_vol,3,1
2016-12-09,119.68000030517578,33.0,0.41,1.15,2.47,1.32,0.75,11.75,117.2834,115.17,low_vol,4,1
2016-12-12,117.7699966430664,34.0,0.42,1.15,2.49,1.34,0.75,12.64,116.9161,115.34,low_vol,0,1
2016-12-13,120.30999755859375,35.0,0.47,1.17,2.48,1.31,0.74,12.72,116.8029,115.26,low_vol,1,0
2016-12-14,120.20999908447266,36.0,0.49,1.27,2.54,1.27,0.73,13.19,116.7332,115.06,low_vol,2,0
2016-12-15,120.56999969482422,37.0,0.48,1.29,2.6,1.31,0.73,12.79,118.8072,118.32,low_vol,3,1
2016-12-16,119.87000274658203,38.0,0.46,1.28,2.6,1.32,0.73,12.2,118.3584,117.74,low_vol,4,1
2016-12-19,119.23999786376953,39.0,0.45,1.24,2.54,1.3,0.72,11.71,118.3875,116.6,low_vol,0,0
2016-12-20,119.08999633789062,40.0,0.48,1.25,2.57,1.32,0.72,11.45,118.63,117.86,low_vol,1,1
2016-12-21,119.04000091552734,41.0,0.46,1.21,2.55,1.34,0.72,11.27,118.581,117.79,low_vol,2,1
2016-12-22,117.4000015258789,42.0,0.42,1.22,2.55,1.33,0.72,11.43,118.8209,117.48,low_vol,3,0
2016-12-23,117.2699966430664,43.0,0.42,1.22,2.55,1.33,0.71,11.44,118.7856,117.22,low_vol,4,0
2016-12-27,118.01000213623047,44.0,0.5,1.28,2.57,1.29,0.71,11.99,118.9506,117.52,low_vol,1,0
2016-12-28,116.91999816894531,45.0,0.48,1.26,2.51,1.25,0.7,12.95,119.2305,117.66,low_vol,2,0
2016-12-29,116.3499984741211,46.0,0.39,1.22,2.49,1.27,0.7,13.37,118.6637,116.32,low_vol,3,1
2016-12-30,115.05000305175781,47.0,0.44,1.2,2.45,1.25,0.71,14.04,118.3466,116.78,low_vol,4,0
2017-01-03,116.86000061035156,48.0,0.52,1.22,2.45,1.23,0.7,12.85,119.0903,117.68,low_vol,1,0
2017-01-04,118.69000244140625,49.0,0.49,1.24,2.46,1.22,0.69,11.85,118.8803,117.38,low_vol,2,0
2017-01-05,120.66999816894531,50.0,0.51,1.17,2.37,1.2,0.7,11.67,117.9999,115.46,low_vol,3,0
2017-01-06,123.41000366210938,51.0,0.5,1.22,2.42,1.2,0.7,11.32,118.3495,116.85,low_vol,4,0
2017-01-09,124.9000015258789,52.0,0.5,1.21,2.38,1.17,0.71,11.56,118.4111,116.07,low_vol,0,0
2017-01-10,124.3499984741211,53.0,0.51,1.19,2.38,1.19,0.71,11.49,118.5386,115.74,low_vol,1,1
2017-01-11,126.08999633789062,54.0,0.51,1.2,2.38,1.18,0.71,11.26,119.0219,116.26,low_vol,2,0
2017-01-12,126.62000274658203,55.0,0.52,1.18,2.36,1.18,0.71,11.54,117.8001,113.87,low_vol,3,0
2017-01-13,128.33999633789062,56.0,0.52,1.21,2.4,1.19,0.71,11.23,117.9884,115.03,low_vol,4,1
2017-01-17,127.87000274658203,57.0,0.52,1.17,2.33,1.16,0.72,11.87,117.2656,112.96,low_vol,1,0
2017-01-18,127.91999816894531,58.0,0.48,1.23,2.42,1.19,0.72,12.48,117.7242,113.4,low_vol,2,1
2017-01-19,127.55000305175781,59.0,0.47,1.25,2.47,1.22,0.72,12.78,118.3182,115.3,low_vol,3,1
2017-01-23,128.92999267578125,61.0,0.46,1.16,2.41,1.25,0.72,11.77,117.2479,112.9,low_vol,0,0
2017-01-24,129.3699951171875,62.0,0.5,1.21,2.47,1.26,0.72,11.07,117.0516,113.63,low_vol,1,1
2017-01-25,131.47999572753906,63.0,0.48,1.23,2.53,1.3,0.71,10.81,116.9355,113.6,low_vol,2,1
2017-01-26,132.77999877929688,64.0,0.49,1.21,2.51,1.3,0.71,10.63,117.2766,114.7,low_vol,3,0
2017-01-27,132.17999267578125,65.0,0.49,1.22,2.49,1.27,0.71,10.58,117.0735,115.16,low_vol,4,0
